model,request_id,label,user_id,role,clearance,trust_score,device_trust,operational_need,resource_id,classification,sensitivity,asset_id,action,location,location_risk,threat_level,n_threats,expected,decision,risk_score,reason,obligations,debug,ground_truth_match
RADAC,S2-01,pay-targeted-severe,bob,analyst,2,0.85,0.85,0.55,payment_gateway,2,0.6,A_payment_gateway,read,vpn,0.35,0.4,1,DENY,ALLOW_WITH_OBLIGATIONS,38.46,"risk 38.5 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.55}",miss
RADAC,S2-02,pay-targeted-severe-need,bob,analyst,2,0.85,0.85,0.65,payment_gateway,2,0.6,A_payment_gateway,read,vpn,0.35,0.4,1,DENY,ALLOW_WITH_OBLIGATIONS,36.15,"risk 36.2 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.65}",miss
RADAC,S2-03,pay-targeted-severe-with-noise,bob,analyst,2,0.85,0.85,0.55,payment_gateway,2,0.6,A_payment_gateway,read,vpn,0.35,0.4,2,DENY,ALLOW_WITH_OBLIGATIONS,38.46,"risk 38.5 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.55}",miss
RADAC,S2-04,pay-targeted-multi,bob,analyst,2,0.85,0.85,0.5,payment_gateway,2,0.6,A_payment_gateway,read,vpn,0.35,0.4,2,DENY,ALLOW_WITH_OBLIGATIONS,39.62,"risk 39.6 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.5}",miss
RADAC,S2-05,pay-quiet,bob,analyst,2,0.85,0.85,0.55,payment_gateway,2,0.6,A_payment_gateway,read,vpn,0.35,0.4,0,ALLOW,ALLOW_WITH_OBLIGATIONS,38.46,"risk 38.5 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.55}",match
RADAC,S2-06,pay-quiet-need,bob,analyst,2,0.85,0.85,0.75,payment_gateway,2,0.6,A_payment_gateway,read,vpn,0.35,0.4,0,ALLOW,ALLOW_WITH_OBLIGATIONS,33.85,"risk 33.8 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.75}",match
RADAC,S2-07,pay-noise-only,bob,analyst,2,0.85,0.85,0.55,payment_gateway,2,0.6,A_payment_gateway,read,vpn,0.35,0.4,1,ALLOW,ALLOW_WITH_OBLIGATIONS,38.46,"risk 38.5 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.55}",match
RADAC,S2-08,pay-quiet-routine,bob,analyst,2,0.85,0.85,0.5,payment_gateway,2,0.6,A_payment_gateway,read,vpn,0.35,0.4,0,ALLOW,ALLOW_WITH_OBLIGATIONS,39.62,"risk 39.6 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.5}",match
RADAC,S2-09,sbx-targeted-severe,bob,analyst,2,0.85,0.85,0.55,sandbox_kb,2,0.6,A_sandbox_kb,read,vpn,0.35,0.4,1,ALLOW,ALLOW_WITH_OBLIGATIONS,38.46,"risk 38.5 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.55}",match
RADAC,S2-10,sbx-targeted-severe-need,bob,analyst,2,0.85,0.85,0.65,sandbox_kb,2,0.6,A_sandbox_kb,read,vpn,0.35,0.4,1,ALLOW,ALLOW_WITH_OBLIGATIONS,36.15,"risk 36.2 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.65}",match
RADAC,S2-11,sbx-targeted-noise,bob,analyst,2,0.85,0.85,0.55,sandbox_kb,2,0.6,A_sandbox_kb,read,vpn,0.35,0.4,2,ALLOW,ALLOW_WITH_OBLIGATIONS,38.46,"risk 38.5 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.55}",match
RADAC,S2-12,sbx-targeted-multi,bob,analyst,2,0.85,0.85,0.5,sandbox_kb,2,0.6,A_sandbox_kb,read,vpn,0.35,0.4,2,ALLOW,ALLOW_WITH_OBLIGATIONS,39.62,"risk 39.6 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.5}",match
RADAC,S2-13,sbx-quiet,bob,analyst,2,0.85,0.85,0.55,sandbox_kb,2,0.6,A_sandbox_kb,read,vpn,0.35,0.4,0,ALLOW,ALLOW_WITH_OBLIGATIONS,38.46,"risk 38.5 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.55}",match
RADAC,S2-14,sbx-quiet-need,bob,analyst,2,0.85,0.85,0.75,sandbox_kb,2,0.6,A_sandbox_kb,read,vpn,0.35,0.4,0,ALLOW,ALLOW_WITH_OBLIGATIONS,33.85,"risk 33.8 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.75}",match
RADAC,S2-15,sbx-noise-only,bob,analyst,2,0.85,0.85,0.55,sandbox_kb,2,0.6,A_sandbox_kb,read,vpn,0.35,0.4,1,ALLOW,ALLOW_WITH_OBLIGATIONS,38.46,"risk 38.5 in trade-off band [32.0, 55.0]","[""require-mfa"", ""log-session""]","{""trust"": 0.85, ""sensitivity"": 0.6, ""threat"": 0.4, ""location_risk"": 0.35, ""operational_need"": 0.55}",match
